,_step,training.generation,training.fitness_std,training.fitness_mean,training.top_k_fit.top_2_fit,_runtime,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,_timestamp,training.run_id,training.fitness_1q,training.top_k_fit.top_1_fit,training.fitness_3q,training.fitness_median,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward,solver,ea,fitness,environment,seed,training.evaluation
718,718,718,2.0111587047576904,2.0720345973968506,6.315306663513184,14830.957899332047,20.741455078125,6.704365253448486,235.65264892578125,1687668300.6179314,1,3.667004108428955,6.334202289581299,0.4867124557495117,1.5467462539672852,192.64956665039062,185.30760192871094,cgp-large,mu+lambda,distance,humanoid,1,71800
719,719,719,1.8757175207138062,2.2438130378723145,5.841662406921387,14851.493174791336,20.518888473510742,6.059366703033447,387.83355712890625,1687668321.1532068,1,3.850632905960083,5.987151145935059,0.7668520212173462,1.8042304515838623,193.70733642578125,200.41619873046875,cgp-large,mu+lambda,distance,humanoid,1,71900
720,720,720,1.858515739440918,2.4911372661590576,6.119199752807617,14872.246157169342,20.737924575805664,7.050370216369629,412.3975830078125,1687668341.9061892,1,4.006351470947266,6.579589366912842,1.0261250734329224,2.4480419158935547,210.80465698242188,206.82357788085938,cgp-large,mu+lambda,distance,humanoid,1,72000
721,721,721,1.99461030960083,2.382479429244995,6.32051944732666,14892.847770690918,20.585582733154297,7.200842380523682,176.23329162597656,1687668362.5078027,1,3.910940647125244,7.126317977905273,0.6743091940879822,1.7124378681182861,199.22695922851562,207.3590850830078,cgp-large,mu+lambda,distance,humanoid,1,72100
722,722,722,1.9594048261642456,2.024489164352417,6.245516777038574,14913.433671236038,20.57009506225586,6.684237480163574,253.13497924804688,1687668383.0937033,1,3.492034912109375,6.436654090881348,0.5609080195426941,1.4780552387237549,205.21449279785156,210.1116943359375,cgp-large,mu+lambda,distance,humanoid,1,72200
723,723,723,1.9525154829025269,2.0568621158599854,6.407210350036621,14934.231798171997,20.781312942504883,6.7169647216796875,150.31491088867188,1687668403.8918302,1,3.658231019973755,6.407505989074707,0.4488130807876587,1.2878921031951904,173.3685760498047,204.04261779785156,cgp-large,mu+lambda,distance,humanoid,1,72300
724,724,724,2.0787012577056885,2.232804298400879,7.009787559509277,14954.87981057167,20.630718231201172,7.458822250366211,276.3076171875,1687668424.5398426,1,3.7686266899108887,7.1282758712768555,0.5227301716804504,1.503307819366455,213.0760498046875,318.90374755859375,cgp-large,mu+lambda,distance,humanoid,1,72400
725,725,725,1.764628291130066,2.1921803951263428,5.905806541442871,14975.603728532791,20.707422256469727,6.7564568519592285,181.6121368408203,1687668445.2637606,1,3.530194044113159,6.314983367919922,0.6361832618713379,1.8947700262069702,230.16647338867188,222.0928955078125,cgp-large,mu+lambda,distance,humanoid,1,72500
726,726,726,1.7329806089401245,1.8996835947036743,5.885378360748291,14996.245085716248,20.625455856323242,6.151487827301025,238.6353759765625,1687668465.9051178,1,2.950660228729248,6.04042387008667,0.6117340326309204,1.6608622074127197,149.85284423828125,185.20130920410156,cgp-large,mu+lambda,distance,humanoid,1,72600
727,727,727,2.036879777908325,2.00063419342041,6.573121070861816,15017.01047372818,20.748640060424805,6.651346683502197,198.1058349609375,1687668486.6705058,1,3.358612537384033,6.590604305267334,0.5040310025215149,1.5114586353302002,183.67916870117188,211.54156494140625,cgp-large,mu+lambda,distance,humanoid,1,72700
728,728,728,1.954390287399292,2.167847156524658,5.911423683166504,15037.659304618835,20.633472442626953,7.425259590148926,154.55677795410156,1687668507.3193367,1,3.7337489128112793,6.751651763916016,0.6811704039573669,1.509545922279358,224.154052734375,252.84213256835938,cgp-large,mu+lambda,distance,humanoid,1,72800
729,729,729,2.036557674407959,1.9026442766189575,6.438387393951416,15058.311386108398,20.635498046875,7.1374406814575195,148.35316467285156,1687668527.9714181,1,3.3328678607940674,6.638941287994385,0.37822821736335754,1.2565727233886719,149.1373748779297,222.8906707763672,cgp-large,mu+lambda,distance,humanoid,1,72900
730,730,730,1.9199950695037842,2.1528193950653076,6.658818244934082,15078.830857038498,20.50185203552246,7.718203067779541,145.2644805908203,1687668548.490889,1,3.2799952030181885,6.927947998046875,0.7192714214324951,1.5611579418182373,144.88673400878906,225.7241668701172,cgp-large,mu+lambda,distance,humanoid,1,73000
731,731,731,1.8455419540405273,1.9669524431228638,5.28768253326416,15099.471039295197,20.623228073120117,5.588119983673096,270.861083984375,1687668569.1310713,1,3.395167589187622,5.444906234741211,0.5134861469268799,1.5707554817199707,204.8954620361328,180.96725463867188,cgp-large,mu+lambda,distance,humanoid,1,73100
732,732,732,1.9216469526290894,2.0022408962249756,5.888504981994629,15120.002247571945,20.513517379760742,6.187127113342285,221.2056121826172,1687668589.6622796,1,3.6414732933044434,6.182051181793213,0.4232863783836365,1.5352569818496704,142.51126098632812,204.12135314941406,cgp-large,mu+lambda,distance,humanoid,1,73200
733,733,733,1.915226936340332,2.0228991508483887,6.149140357971191,15140.479545593262,20.459190368652344,7.615324974060059,161.33702087402344,1687668610.1395776,1,3.4148011207580566,6.775354385375977,0.6180861592292786,1.4325244426727295,147.9584197998047,209.5494842529297,cgp-large,mu+lambda,distance,humanoid,1,73300
734,734,734,1.7833762168884277,2.2198808193206787,5.643015384674072,15161.135012865067,20.6379337310791,6.714412689208984,145.38821411132812,1687668630.795045,1,3.632030487060547,6.070166110992432,0.750695526599884,1.8401849269866943,254.11009216308594,166.21414184570312,cgp-large,mu+lambda,distance,humanoid,1,73400
735,735,735,2.224961519241333,2.1677019596099854,6.960265636444092,15181.828815937042,20.677125930786133,7.209333419799805,240.6971435546875,1687668651.488848,1,4.037113666534424,7.081714153289795,0.46930742263793945,1.4940838813781738,211.5979461669922,226.428466796875,cgp-large,mu+lambda,distance,humanoid,1,73500
736,736,736,1.8364908695220947,2.001551389694214,5.9771504402160645,15202.444967985153,20.537479400634766,6.977485179901123,155.1573028564453,1687668672.105,1,3.645733594894409,6.892545700073242,0.7496261596679688,1.283811330795288,211.86334228515625,227.73028564453125,cgp-large,mu+lambda,distance,humanoid,1,73600
737,737,737,2.0874743461608887,2.2359395027160645,6.715583801269531,15223.02665567398,20.496511459350586,7.417565822601318,210.3836212158203,1687668692.6866877,1,3.962341070175171,6.991124153137207,0.49627605080604553,1.5506501197814941,170.42311096191406,200.9295196533203,cgp-large,mu+lambda,distance,humanoid,1,73700
738,738,738,2.032259702682495,2.2686493396759033,6.239351749420166,15243.537868499756,20.452592849731445,7.358339309692383,200.08900451660156,1687668713.1979005,1,3.7273879051208496,6.7130022048950195,0.6360212564468384,1.733309268951416,223.956787109375,235.93495178222656,cgp-large,mu+lambda,distance,humanoid,1,73800
739,739,739,2.1513426303863525,2.095573663711548,6.8009185791015625,15264.06882095337,20.47161102294922,8.76800537109375,199.53013610839844,1687668733.728853,1,3.5555336475372314,6.996702194213867,0.5472129583358765,1.1926497220993042,227.69320678710938,206.28775024414062,cgp-large,mu+lambda,distance,humanoid,1,73900
740,740,740,1.9887924194335938,2.1643667221069336,6.233154773712158,15284.625644207,20.498016357421875,8.187561988830566,210.0497589111328,1687668754.2856762,1,3.464707374572754,6.376675128936768,0.5667941570281982,1.7268720865249634,364.9186096191406,361.3025207519531,cgp-large,mu+lambda,distance,humanoid,1,74000
741,741,741,2.0796618461608887,2.4266180992126465,6.527004718780518,15305.177368402481,20.49405860900879,8.748258590698242,219.29600524902344,1687668774.8374004,1,4.099833965301514,6.942914962768555,0.6885983943939209,1.8808908462524414,238.15611267089844,228.993408203125,cgp-large,mu+lambda,distance,humanoid,1,74100
742,742,742,2.0631518363952637,2.4616334438323975,6.232022285461426,15325.59704375267,20.365690231323242,7.7368855476379395,208.88392639160156,1687668795.2570758,1,4.223978042602539,7.403871536254883,0.8006163239479065,2.307860851287842,254.82460021972656,259.6434020996094,cgp-large,mu+lambda,distance,humanoid,1,74200
743,743,743,2.088897705078125,2.411189556121826,7.366757869720459,15346.2863676548,20.64386558532715,7.950604438781738,196.698486328125,1687668815.9463997,1,3.878405809402466,7.403801918029785,0.6513587236404419,1.7021667957305908,173.79263305664062,223.3474884033203,cgp-large,mu+lambda,distance,humanoid,1,74300
744,744,744,1.9095910787582397,2.264949083328247,6.529029846191406,15366.94840145111,20.626134872436523,7.717343807220459,175.77113342285156,1687668836.6084335,1,3.765214204788208,6.561099529266357,0.6947814226150513,1.7377980947494507,186.2253875732422,173.23744201660156,cgp-large,mu+lambda,distance,humanoid,1,74400
745,745,745,1.944002389907837,1.9700682163238525,6.083477973937988,15387.524965524673,20.542150497436523,6.982815265655518,184.5848388671875,1687668857.1849976,1,3.4033796787261963,6.1547112464904785,0.46457135677337646,1.3602185249328613,201.44105529785156,180.24061584472656,cgp-large,mu+lambda,distance,humanoid,1,74500
746,746,746,1.8348753452301025,2.2035930156707764,5.894050121307373,15408.083495855331,20.532995223999023,7.344353675842285,189.32310485839844,1687668877.743528,1,3.287966728210449,6.7624406814575195,0.7793172597885132,1.8618502616882324,287.268310546875,157.16578674316406,cgp-large,mu+lambda,distance,humanoid,1,74600
747,747,747,1.9895788431167603,2.1304378509521484,6.56812858581543,15428.690593481064,20.578824996948242,6.838490962982178,193.2030792236328,1687668898.3506255,1,3.5896589756011963,6.782224655151367,0.5538779497146606,1.4886999130249023,204.64471435546875,236.51669311523438,cgp-large,mu+lambda,distance,humanoid,1,74700
748,748,748,1.9953532218933105,1.7837461233139038,6.426701545715332,15449.346783638,20.6124267578125,7.3683671951293945,192.86973571777344,1687668919.0068157,1,3.05682373046875,6.667639255523682,0.4745945334434509,0.9889101982116699,506.06951904296875,177.67642211914062,cgp-large,mu+lambda,distance,humanoid,1,74800
749,749,749,1.7860302925109863,2.196331024169922,6.613234519958496,15469.992758989334,20.551103591918945,6.816079616546631,145.15304565429688,1687668939.652791,1,3.1379642486572266,6.684062480926514,0.7432550191879272,1.7802082300186157,174.902587890625,194.50173950195312,cgp-large,mu+lambda,distance,humanoid,1,74900
750,750,750,1.903902530670166,2.2160887718200684,6.171412467956543,15490.533225297928,20.475357055664062,6.612270832061768,208.3336639404297,1687668960.1932573,1,3.791524887084961,6.605370998382568,0.7541459202766418,1.7657660245895386,213.90110778808594,373.751220703125,cgp-large,mu+lambda,distance,humanoid,1,75000
751,751,751,1.9510498046875,2.118109703063965,6.103160858154297,15511.056576013565,20.48796844482422,7.150118350982666,202.7269287109375,1687668980.716608,1,3.468903064727783,6.621359348297119,0.665716290473938,1.597459316253662,218.6779327392578,260.99554443359375,cgp-large,mu+lambda,distance,humanoid,1,75100
752,752,752,2.1188693046569824,2.39547061920166,6.898108005523682,15531.767352104187,20.679393768310547,7.840968132019043,258.3459777832031,1687669001.4273841,1,3.8093316555023193,6.999964714050293,0.5777840614318848,1.8904179334640503,307.5989074707031,262.2958068847656,cgp-large,mu+lambda,distance,humanoid,1,75200
753,753,753,1.9344426393508911,2.0499329566955566,5.7858805656433105,15552.316086530685,20.519489288330078,6.645812034606934,160.2813262939453,1687669021.9761186,1,3.443727493286133,5.936105251312256,0.5132212042808533,1.3239011764526367,222.4554901123047,272.0940246582031,cgp-large,mu+lambda,distance,humanoid,1,75300
754,754,754,1.9266473054885864,2.2257182598114014,6.131017208099365,15572.92586183548,20.580493927001953,7.176280975341797,214.79234313964844,1687669042.5858939,1,3.521275758743286,6.149759292602539,0.7727006673812866,1.7700974941253662,171.61328125,212.06410217285156,cgp-large,mu+lambda,distance,humanoid,1,75400
755,755,755,2.163609743118286,2.0592763423919678,6.20206356048584,15593.36695098877,20.40973472595215,7.178647041320801,307.0713195800781,1687669063.026983,1,3.9610512256622314,6.884408473968506,0.41111791133880615,1.3452829122543335,199.85183715820312,202.94354248046875,cgp-large,mu+lambda,distance,humanoid,1,75500
756,756,756,1.8820818662643433,2.479712963104248,6.15833044052124,15613.885984182358,20.489463806152344,7.660097122192383,192.25863647460938,1687669083.5460162,1,3.9278512001037598,7.172481060028076,0.8839725255966187,1.8931137323379517,207.90109252929688,278.4974365234375,cgp-large,mu+lambda,distance,humanoid,1,75600
757,757,757,1.905557632446289,2.09061336517334,6.208627700805664,15634.394721984863,20.473459243774414,6.711065292358398,185.62960815429688,1687669104.054754,1,3.5434441566467285,6.244565963745117,0.547444224357605,1.6164171695709229,282.8646240234375,174.06591796875,cgp-large,mu+lambda,distance,humanoid,1,75700
758,758,758,2.0954153537750244,2.0966458320617676,6.538165092468262,15655.042177200317,20.623157501220703,8.202410697937012,213.23399353027344,1687669124.7022092,1,3.766834259033203,7.384759426116943,0.6443108320236206,1.123939037322998,246.68014526367188,373.8959045410156,cgp-large,mu+lambda,distance,humanoid,1,75800
759,759,759,1.91599702835083,2.3474087715148926,6.162013530731201,15675.667733192444,20.602720260620117,8.013127326965332,211.29605102539062,1687669145.3277652,1,3.750122547149658,6.996089935302734,0.8366070985794067,1.907231092453003,230.6249237060547,187.99452209472656,cgp-large,mu+lambda,distance,humanoid,1,75900
760,760,760,2.0143327713012695,2.4673101902008057,6.268983840942383,15696.334302902222,20.571796417236328,6.319514274597168,217.7351531982422,1687669165.994335,1,3.9773406982421875,6.316455841064453,0.6975144147872925,2.1480836868286133,199.30467224121094,250.1382293701172,cgp-large,mu+lambda,distance,humanoid,1,76000
761,761,761,2.201237916946411,2.7934587001800537,7.408907413482666,15716.96756529808,20.596736907958984,9.903118133544922,189.29638671875,1687669186.6275973,1,4.40087366104126,8.070722579956055,1.1036198139190674,2.4775424003601074,210.63558959960938,200.91763305664062,cgp-large,mu+lambda,distance,humanoid,1,76100
762,762,762,2.1222169399261475,2.356964349746704,6.644434452056885,15737.626225948334,20.63492774963379,6.958831310272217,152.79928588867188,1687669207.286258,1,4.032686233520508,6.791769027709961,0.6241558790206909,1.7805285453796387,238.5699462890625,198.19508361816406,cgp-large,mu+lambda,distance,humanoid,1,76200
763,763,763,2.1689467430114746,2.4207842350006104,6.607669353485107,15758.039172649384,20.39081382751465,8.178962707519531,237.0631103515625,1687669227.6992047,1,4.572296619415283,7.3796281814575195,0.636529803276062,1.5985112190246582,212.32432556152344,206.64085388183594,cgp-large,mu+lambda,distance,humanoid,1,76300
764,764,764,2.2606546878814697,2.397026777267456,7.25138521194458,15778.702964782715,20.640525817871094,8.38560962677002,162.8770751953125,1687669248.3629968,1,4.090418338775635,7.559356212615967,0.6578699350357056,1.6264567375183105,201.23916625976562,220.29080200195312,cgp-large,mu+lambda,distance,humanoid,1,76400
765,765,765,2.221632957458496,2.0726497173309326,6.997787952423096,15799.320148706436,20.593204498291016,7.891964912414551,186.64370727539062,1687669268.9801807,1,3.573850631713867,7.1712188720703125,0.31179866194725037,1.5345735549926758,182.408447265625,217.25096130371094,cgp-large,mu+lambda,distance,humanoid,1,76500
766,766,766,2.241349697113037,2.5134968757629395,7.114180564880371,15820.104063510895,20.76097869873047,7.646435737609863,194.27655029296875,1687669289.7640955,1,4.274735927581787,7.496071815490723,0.6856815814971924,2.30839204788208,230.56951904296875,233.0085906982422,cgp-large,mu+lambda,distance,humanoid,1,76600
767,767,767,2.338895797729492,2.2694380283355713,7.257784366607666,15840.729079961777,20.60219383239746,8.667314529418945,160.7933807373047,1687669310.389112,1,4.156858444213867,7.683553218841553,0.5093599557876587,1.526717185974121,186.21957397460938,213.20938110351562,cgp-large,mu+lambda,distance,humanoid,1,76700
768,768,768,2.016129732131958,2.489176034927368,7.174098014831543,15861.29160118103,20.540170669555664,7.4946417808532715,413.90032958984375,1687669330.9516332,1,3.867271900177002,7.240923881530762,0.8772095441818237,2.098475217819214,189.07278442382812,193.73997497558594,cgp-large,mu+lambda,distance,humanoid,1,76800
769,769,769,2.226595401763916,2.138808012008667,7.740208625793457,15881.785707473755,20.47011375427246,8.391862869262695,186.78179931640625,1687669351.4457395,1,3.403681755065918,8.245290756225586,0.40369027853012085,1.2828080654144287,379.2728576660156,299.42742919921875,cgp-large,mu+lambda,distance,humanoid,1,76900
770,770,770,1.9979791641235352,2.062488079071045,6.602624893188477,15902.616583108902,20.80628204345703,8.079341888427734,229.6401824951172,1687669372.2766151,1,3.0922231674194336,7.097031593322754,0.5028175115585327,1.331754446029663,189.0168914794922,183.9769287109375,cgp-large,mu+lambda,distance,humanoid,1,77000
771,771,771,2.1976633071899414,2.2224085330963135,7.125814914703369,15923.166788816452,20.477651596069336,7.3421950340271,258.2158508300781,1687669392.8268209,1,3.6691856384277344,7.141013145446777,0.45434248447418213,1.7716691493988037,217.8195037841797,225.5744171142578,cgp-large,mu+lambda,distance,humanoid,1,77100
772,772,772,2.0645692348480225,2.3256046772003174,6.907232284545898,15943.839651107788,20.639419555664062,7.394550323486328,243.78565979003906,1687669413.4996831,1,3.226728677749634,7.330929756164551,0.739065945148468,1.6520233154296875,207.05471801757812,220.73831176757812,cgp-large,mu+lambda,distance,humanoid,1,77200
773,773,773,2.210695266723633,2.3047332763671875,7.253598213195801,15964.352449178696,20.495237350463867,8.175573348999023,283.81689453125,1687669434.0124812,1,3.9228997230529785,7.671304225921631,0.5834243893623352,1.467297077178955,221.89352416992188,210.54269409179688,cgp-large,mu+lambda,distance,humanoid,1,77300
774,774,774,2.1221978664398193,2.1549582481384277,6.998099327087402,15984.737599372864,20.365802764892578,7.6489105224609375,196.7532196044922,1687669454.3976314,1,3.8240251541137695,7.3500518798828125,0.36288896203041077,1.7066786289215088,179.5069122314453,203.4603271484375,cgp-large,mu+lambda,distance,humanoid,1,77400
775,775,775,2.0134382247924805,2.188005208969116,6.709731101989746,16005.206923246384,20.450510025024414,7.273890972137451,263.364013671875,1687669474.8669553,1,3.412569761276245,7.160390377044678,0.7000131011009216,1.5238795280456543,196.91221618652344,209.3082275390625,cgp-large,mu+lambda,distance,humanoid,1,77500
776,776,776,2.2117197513580322,2.1939480304718018,6.822028636932373,16025.791602134705,20.566486358642578,7.91702938079834,220.63372802734375,1687669495.4516342,1,4.017949104309082,7.46268367767334,0.44610172510147095,1.3391814231872559,235.10195922851562,203.22938537597656,cgp-large,mu+lambda,distance,humanoid,1,77600
777,777,777,2.2270960807800293,2.227771043777466,6.405346870422363,16046.261476516724,20.451383590698242,9.293988227844238,215.43113708496094,1687669515.9215086,1,3.690098524093628,7.155290126800537,0.47341811656951904,1.8306169509887695,187.5760955810547,245.30703735351562,cgp-large,mu+lambda,distance,humanoid,1,77700
778,778,778,2.2388598918914795,2.3264479637145996,7.242467403411865,16066.858362436295,20.578413009643555,8.461352348327637,263.5912170410156,1687669536.5183945,1,3.9144105911254883,7.9043288230896,0.6844701170921326,1.7035572528839111,231.30589294433594,187.99349975585938,cgp-large,mu+lambda,distance,humanoid,1,77800
779,779,779,2.1850366592407227,2.4942164421081543,7.322380065917969,16087.40637254715,20.530685424804688,8.185108184814453,237.21145629882812,1687669557.0664046,1,4.174596309661865,7.637800216674805,0.696031928062439,1.966779351234436,241.4468231201172,187.0857391357422,cgp-large,mu+lambda,distance,humanoid,1,77900
780,780,780,2.326793909072876,2.516123056411743,7.538246154785156,16108.084476709366,20.65898895263672,9.231715202331543,226.0348663330078,1687669577.7445087,1,4.403231620788574,7.993251800537109,0.4739904999732971,2.200389862060547,194.3096923828125,199.32965087890625,cgp-large,mu+lambda,distance,humanoid,1,78000
781,781,781,2.08414626121521,2.060077428817749,6.505598545074463,16128.59594655037,20.49342918395996,8.444611549377441,235.8036346435547,1687669598.2559786,1,3.519477367401123,6.607048034667969,0.43600618839263916,1.2685351371765137,217.4338836669922,227.2008514404297,cgp-large,mu+lambda,distance,humanoid,1,78100
782,782,782,2.1931653022766113,2.619077682495117,7.429653644561768,16149.303262472153,20.68875503540039,8.075568199157715,200.3917694091797,1687669618.9632945,1,3.79280161857605,7.6518964767456055,0.828825831413269,2.127162218093872,282.70068359375,176.104736328125,cgp-large,mu+lambda,distance,humanoid,1,78200
783,783,783,2.4453704357147217,2.574735403060913,8.066812515258789,16169.757306098938,20.433998107910156,8.402554512023926,227.73529052734375,1687669639.4173381,1,4.445548057556152,8.221144676208496,0.5764238834381104,1.8970177173614502,203.6791229248047,221.47422790527344,cgp-large,mu+lambda,distance,humanoid,1,78300
784,784,784,2.1848602294921875,2.829616069793701,7.431300640106201,16190.290754556656,20.515907287597656,7.628985404968262,201.51025390625,1687669659.9507866,1,4.157785415649414,7.465713977813721,1.1363412141799927,2.3476603031158447,226.60177612304688,234.77001953125,cgp-large,mu+lambda,distance,humanoid,1,78400
785,785,785,2.280651330947876,2.4786531925201416,7.321969985961914,16210.755202531815,20.445472717285156,8.513381958007812,247.9459686279297,1687669680.4152346,1,4.1103692054748535,7.720520973205566,0.6289281845092773,1.8799731731414795,217.614990234375,235.1971893310547,cgp-large,mu+lambda,distance,humanoid,1,78500
786,786,786,2.150585889816284,2.562251567840576,7.145750999450684,16231.317524194717,20.542573928833008,7.917136192321777,165.8072509765625,1687669700.9775562,1,3.721954822540283,7.1627278327941895,0.828284502029419,2.155691623687744,235.40887451171875,189.2591094970703,cgp-large,mu+lambda,distance,humanoid,1,78600
787,787,787,2.3233211040496826,2.5536320209503174,7.508391857147217,16251.964732646942,20.6300106048584,8.616260528564453,230.0871124267578,1687669721.6247647,1,4.059452533721924,7.62998104095459,0.7810289263725281,2.03494930267334,212.40420532226562,248.64907836914062,cgp-large,mu+lambda,distance,humanoid,1,78700
788,788,788,2.486767053604126,2.4509212970733643,7.576745986938477,16272.454066991806,20.451984405517578,8.57547664642334,242.08831787109375,1687669742.114099,1,3.753329277038574,8.348329544067383,0.582382082939148,1.5788623094558716,223.458984375,221.9981231689453,cgp-large,mu+lambda,distance,humanoid,1,78800
789,789,789,2.3930890560150146,2.19490647315979,7.716813564300537,16293.104706048965,20.5552921295166,8.084872245788574,256.9310302734375,1687669762.764738,1,3.4608590602874756,7.825839042663574,0.42527255415916443,1.2829887866973877,269.2435607910156,238.16769409179688,cgp-large,mu+lambda,distance,humanoid,1,78900
790,790,790,2.4354910850524902,2.3677220344543457,7.4733967781066895,16313.762714624405,20.59653091430664,8.029821395874023,197.9102325439453,1687669783.4227467,1,4.178521633148193,7.491226673126221,0.5561398863792419,1.4802067279815674,233.5096435546875,128.82791137695312,cgp-large,mu+lambda,distance,humanoid,1,79000
791,791,791,2.4172489643096924,2.4946272373199463,7.133485794067383,16334.236270666122,20.45457649230957,8.097500801086426,252.76483154296875,1687669803.8963027,1,4.423820972442627,7.543546199798584,0.5778219699859619,1.9704687595367432,222.77273559570312,185.85899353027344,cgp-large,mu+lambda,distance,humanoid,1,79100
792,792,792,2.340242862701416,2.655796527862549,7.832488059997559,16354.778514385223,20.517576217651367,8.068846702575684,213.81040954589844,1687669824.4385464,1,4.46288537979126,8.000532150268555,0.7270689010620117,2.141617774963379,280.8941650390625,225.92132568359375,cgp-large,mu+lambda,distance,humanoid,1,79200
793,793,793,2.2934203147888184,2.387312173843384,8.246149063110352,16375.273149490356,20.477540969848633,8.39963150024414,251.29261779785156,1687669844.9331815,1,3.9642560482025146,8.321261405944824,0.5476866960525513,1.5754119157791138,193.8588409423828,242.97451782226562,cgp-large,mu+lambda,distance,humanoid,1,79300
794,794,794,2.407747268676758,2.4323883056640625,7.366331100463867,16395.999210834503,20.707998275756836,8.042713165283203,206.14816284179688,1687669865.6592429,1,4.261903285980225,7.841970443725586,0.44089874625205994,1.8373782634735107,185.18247985839844,256.48785400390625,cgp-large,mu+lambda,distance,humanoid,1,79400
795,795,795,2.3091161251068115,2.107651948928833,7.315062999725342,16416.43705368042,20.41925811767578,8.994751930236816,227.56101989746094,1687669886.0970857,1,3.193887710571289,8.134739875793457,0.3546161651611328,1.5433471202850342,206.9854736328125,210.31153869628906,cgp-large,mu+lambda,distance,humanoid,1,79500
796,796,796,2.347759485244751,2.252073287963867,7.1045942306518555,16437.07604265213,20.62152671813965,9.382406234741211,188.43382263183594,1687669906.7360747,1,4.177454948425293,8.360962867736816,0.4166156053543091,1.430318832397461,201.5590057373047,198.1053466796875,cgp-large,mu+lambda,distance,humanoid,1,79600
797,797,797,2.3464598655700684,2.4709553718566895,6.654742240905762,16457.581156015396,20.487192153930664,8.418421745300293,236.41941833496094,1687669927.241188,1,4.45295524597168,6.715739727020264,0.4112054109573364,1.7393958568572998,255.9475860595703,273.49444580078125,cgp-large,mu+lambda,distance,humanoid,1,79700
798,798,798,2.297316551208496,2.4456980228424072,7.363859176635742,16478.03354024887,20.434141159057617,7.498229026794434,221.6826629638672,1687669947.6935723,1,3.594451427459717,7.491125583648682,0.6788291335105896,1.6254960298538208,213.40074157714844,178.4273681640625,cgp-large,mu+lambda,distance,humanoid,1,79800
799,799,799,2.122917413711548,2.3704826831817627,6.570685386657715,16498.545536994934,20.49110221862793,7.783185005187988,175.73428344726562,1687669968.205569,1,4.080134391784668,6.606893539428711,0.6987820863723755,1.6764723062515259,260.1483459472656,219.89022827148438,cgp-large,mu+lambda,distance,humanoid,1,79900
800,800,800,2.44516921043396,2.521603584289551,7.358480453491211,16519.068120718002,20.50248146057129,8.727806091308594,277.03558349609375,1687669988.7281528,1,4.083517074584961,7.74200439453125,0.5057723522186279,1.8907331228256226,396.2610168457031,215.3199462890625,cgp-large,mu+lambda,distance,humanoid,1,80000
801,801,801,2.4594216346740723,2.55896258354187,7.376777648925781,16539.596433877945,20.508256912231445,7.554286956787109,176.94415283203125,1687670009.256466,1,4.587634086608887,7.447239875793457,0.6534899473190308,1.7982923984527588,238.90509033203125,184.44158935546875,cgp-large,mu+lambda,distance,humanoid,1,80100
802,802,802,2.336559772491455,2.2497811317443848,6.801980018615723,16560.28791475296,20.668092727661133,7.146493911743164,185.7427215576172,1687670029.9479468,1,4.006397247314453,6.878905773162842,0.28144657611846924,1.5776957273483276,242.8125457763672,291.3248596191406,cgp-large,mu+lambda,distance,humanoid,1,80200
803,803,803,2.3263983726501465,2.379425525665283,8.189605712890625,16580.766384601593,20.45988655090332,9.28026294708252,230.290283203125,1687670050.4264166,1,3.596386432647705,8.50878620147705,0.6201042532920837,1.687314748764038,197.11929321289062,199.21282958984375,cgp-large,mu+lambda,distance,humanoid,1,80300
804,804,804,2.183680534362793,2.558013916015625,6.467239856719971,16601.14431500435,20.363445281982422,7.5074615478515625,212.1095733642578,1687670070.804347,1,4.219864368438721,6.95695686340332,0.6764689683914185,2.255268096923828,182.63719177246094,194.1084747314453,cgp-large,mu+lambda,distance,humanoid,1,80400
805,805,805,2.3564038276672363,2.443575620651245,7.03621244430542,16621.661257982254,20.501632690429688,7.789861679077148,247.07725524902344,1687670091.32129,1,4.263317108154297,7.257052898406982,0.5380604863166809,2.268871307373047,221.9396514892578,203.12728881835938,cgp-large,mu+lambda,distance,humanoid,1,80500
806,806,806,2.270763635635376,2.4649429321289062,7.72712516784668,16642.133023262024,20.45719337463379,8.870070457458496,219.91835021972656,1687670111.7930553,1,3.6334569454193115,8.678878784179688,0.6721147298812866,1.9804021120071411,402.8782958984375,218.49749755859375,cgp-large,mu+lambda,distance,humanoid,1,80600
807,807,807,2.3178653717041016,2.3863120079040527,7.4074530601501465,16662.63867855072,20.490461349487305,8.188197135925293,174.6917266845703,1687670132.2987106,1,3.6171212196350098,7.509954929351807,0.6109445691108704,1.7469651699066162,207.43714904785156,233.38565063476562,cgp-large,mu+lambda,distance,humanoid,1,80700
808,808,808,2.227311372756958,2.390380859375,6.910438060760498,16683.061145544052,20.407533645629883,7.979067325592041,185.81082153320312,1687670152.7211776,1,4.02800178527832,7.927297115325928,0.5660923719406128,1.7800822257995605,210.42694091796875,362.15264892578125,cgp-large,mu+lambda,distance,humanoid,1,80800
809,809,809,2.334543466567993,2.4540915489196777,7.52635383605957,16703.655602931976,20.579729080200195,7.8668107986450195,183.87144470214844,1687670173.315635,1,4.093302249908447,7.829308032989502,0.7647585272789001,1.7207121849060059,189.46868896484375,218.36407470703125,cgp-large,mu+lambda,distance,humanoid,1,80900
